train_id,date,day_of_week,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,current_delay_min,distance_km,weather,congestion_level,hour_of_day,is_weekend,is_holiday,future_delay_min,future_delay_hms
T106,2024-01-15,Monday,Durgapur,Asansol,19:20,20:00,21:39,23:20,139.8,40,Clear,High,19,False,True,200.2,3h 20m 12s
T106,2024-01-15,Monday,Asansol,Dhanbad,20:00,21:00,23:20,01:44,200.2,60,Rain,Medium,20,False,True,284.0,4h 44m 0s
T107,2024-01-15,Monday,Howrah,Bardhaman,19:00,20:30,19:00,21:09,0.0,95,Clear,High,19,False,True,39.6,0h 39m 36s
T107,2024-01-15,Monday,Bardhaman,Durgapur,20:30,21:20,21:09,22:43,39.6,55,Clear,Medium,20,False,True,83.1,1h 23m 6s
T107,2024-01-15,Monday,Durgapur,Asansol,21:20,22:00,22:43,00:05,83.1,40,Clear,Medium,21,False,True,125.2,2h 5m 12s
T107,2024-01-15,Monday,Asansol,Dhanbad,22:00,23:00,00:05,01:26,125.2,60,Clear,Low,22,False,True,146.8,2h 26m 48s
T100,2024-01-16,Tuesday,Howrah,Bardhaman,05:00,06:30,05:00,06:42,0.0,95,Fog,Low,5,False,False,12.4,0h 12m 24s
T100,2024-01-16,Tuesday,Bardhaman,Durgapur,06:30,07:20,06:42,07:41,12.4,55,Clear,Low,6,False,False,21.2,0h 21m 12s
T100,2024-01-16,Tuesday,Durgapur,Asansol,07:20,08:00,07:41,08:46,21.2,40,Clear,High,7,False,False,46.2,0h 46m 12s
T100,2024-01-16,Tuesday,Asansol,Dhanbad,08:00,09:00,08:46,10:16,46.2,60,Rain,High,8,False,False,76.2,1h 16m 12s
T101,2024-01-16,Tuesday,Howrah,Bardhaman,07:00,08:30,07:00,08:57,0.0,95,Clear,High,7,False,False,27.7,0h 27m 42s
T101,2024-01-16,Tuesday,Bardhaman,Durgapur,08:30,09:20,08:57,10:10,27.7,55,Clear,High,8,False,False,50.5,0h 50m 30s
T101,2024-01-16,Tuesday,Durgapur,Asansol,09:20,10:00,10:10,11:11,50.5,40,Fog,Medium,9,False,False,71.1,1h 11m 6s
T101,2024-01-16,Tuesday,Asansol,Dhanbad,10:00,11:00,11:11,12:15,71.1,60,Clear,Low,10,False,False,75.8,1h 15m 48s
T102,2024-01-16,Tuesday,Howrah,Bardhaman,09:00,10:30,09:00,10:47,0.0,95,Clear,Medium,9,False,False,17.9,0h 17m 54s
T102,2024-01-16,Tuesday,Bardhaman,Durgapur,10:30,11:20,10:47,11:48,17.9,55,Clear,Low,10,False,False,28.5,0h 28m 30s
T102,2024-01-16,Tuesday,Durgapur,Asansol,11:20,12:00,11:48,12:43,28.5,40,Clear,Medium,11,False,False,43.8,0h 43m 48s
T102,2024-01-16,Tuesday,Asansol,Dhanbad,12:00,13:00,12:43,13:53,43.8,60,Clear,Low,12,False,False,53.4,0h 53m 24s
T103,2024-01-16,Tuesday,Howrah,Bardhaman,11:00,12:30,11:00,12:51,0.0,95,Rain,Low,11,False,False,21.2,0h 21m 12s
T103,2024-01-16,Tuesday,Bardhaman,Durgapur,12:30,13:20,12:51,14:16,21.2,55,Fog,Medium,12,False,False,56.3,0h 56m 18s
T103,2024-01-16,Tuesday,Durgapur,Asansol,13:20,14:00,14:16,15:14,56.3,40,Clear,Low,13,False,False,74.9,1h 14m 54s
T103,2024-01-16,Tuesday,Asansol,Dhanbad,14:00,15:00,15:14,16:52,74.9,60,Clear,High,14,False,False,112.1,1h 52m 6s
T104,2024-01-16,Tuesday,Howrah,Bardhaman,13:00,14:30,13:00,14:45,0.0,95,Fog,Low,13,False,False,15.2,0h 15m 12s
T104,2024-01-16,Tuesday,Bardhaman,Durgapur,14:30,15:20,14:45,15:38,15.2,55,Clear,Low,14,False,False,18.6,0h 18m 36s
T104,2024-01-16,Tuesday,Durgapur,Asansol,15:20,16:00,15:38,16:20,18.6,40,Clear,Low,15,False,False,20.7,0h 20m 42s
T104,2024-01-16,Tuesday,Asansol,Dhanbad,16:00,17:00,16:20,17:35,20.7,60,Clear,Medium,16,False,False,36.0,0h 36m 0s
T105,2024-01-16,Tuesday,Howrah,Bardhaman,15:00,16:30,15:00,16:34,0.0,95,Clear,Medium,15,False,False,4.6,0h 4m 36s
T105,2024-01-16,Tuesday,Bardhaman,Durgapur,16:30,17:20,16:34,17:32,4.6,55,Clear,Low,16,False,False,12.6,0h 12m 36s
T105,2024-01-16,Tuesday,Durgapur,Asansol,17:20,18:00,17:32,18:46,12.6,40,Clear,High,17,False,False,46.4,0h 46m 24s
T105,2024-01-16,Tuesday,Asansol,Dhanbad,18:00,19:00,18:46,20:27,46.4,60,Rain,High,18,False,False,87.7,1h 27m 42s
T106,2024-01-16,Tuesday,Howrah,Bardhaman,17:00,18:30,17:00,18:58,0.0,95,Clear,High,17,False,False,28.6,0h 28m 36s
T106,2024-01-16,Tuesday,Bardhaman,Durgapur,18:30,19:20,18:58,20:15,28.6,55,Clear,Medium,18,False,False,55.6,0h 55m 36s
T106,2024-01-16,Tuesday,Durgapur,Asansol,19:20,20:00,20:15,21:38,55.6,40,Rain,Medium,19,False,False,98.2,1h 38m 12s
T106,2024-01-16,Tuesday,Asansol,Dhanbad,20:00,21:00,21:38,22:50,98.2,60,Clear,Low,20,False,False,110.8,1h 50m 48s
T107,2024-01-16,Tuesday,Howrah,Bardhaman,19:00,20:30,19:00,20:48,0.0,95,Clear,High,19,False,False,18.8,0h 18m 48s
T107,2024-01-16,Tuesday,Bardhaman,Durgapur,20:30,21:20,20:48,21:58,18.8,55,Fog,Low,20,False,False,38.6,0h 38m 36s
T107,2024-01-16,Tuesday,Durgapur,Asansol,21:20,22:00,21:58,22:50,38.6,40,Clear,Low,21,False,False,50.6,0h 50m 36s
T107,2024-01-16,Tuesday,Asansol,Dhanbad,22:00,23:00,22:50,00:17,50.6,60,Clear,High,22,False,False,77.9,1h 17m 54s
T100,2024-01-17,Wednesday,Howrah,Bardhaman,05:00,06:30,05:00,06:37,0.0,95,Clear,Low,5,False,False,7.7,0h 7m 42s
T100,2024-01-17,Wednesday,Bardhaman,Durgapur,06:30,07:20,06:37,08:11,7.7,55,Clear,High,6,False,False,51.4,0h 51m 24s
T100,2024-01-17,Wednesday,Durgapur,Asansol,07:20,08:00,08:11,09:17,51.4,40,Clear,High,7,False,False,77.5,1h 17m 30s
T100,2024-01-17,Wednesday,Asansol,Dhanbad,08:00,09:00,09:17,10:32,77.5,60,Clear,Medium,8,False,False,92.7,1h 32m 42s
T101,2024-01-17,Wednesday,Howrah,Bardhaman,07:00,08:30,07:00,08:58,0.0,95,Clear,High,7,False,False,28.1,0h 28m 6s
T101,2024-01-17,Wednesday,Bardhaman,Durgapur,08:30,09:20,08:58,09:59,28.1,55,Clear,Medium,8,False,False,39.8,0h 39m 48s
T101,2024-01-17,Wednesday,Durgapur,Asansol,09:20,10:00,09:59,10:45,39.8,40,Clear,Medium,9,False,False,45.3,0h 45m 18s
T101,2024-01-17,Wednesday,Asansol,Dhanbad,10:00,11:00,10:45,11:51,45.3,60,Clear,Low,10,False,False,51.4,0h 51m 24s
T102,2024-01-17,Wednesday,Howrah,Bardhaman,09:00,10:30,09:00,10:38,0.0,95,Clear,High,9,False,False,8.6,0h 8m 36s
T102,2024-01-17,Wednesday,Bardhaman,Durgapur,10:30,11:20,10:38,12:33,8.6,55,Fog,High,10,False,False,73.8,1h 13m 48s
T102,2024-01-17,Wednesday,Durgapur,Asansol,11:20,12:00,12:33,13:24,73.8,40,Clear,Low,11,False,False,84.9,1h 24m 54s
T102,2024-01-17,Wednesday,Asansol,Dhanbad,12:00,13:00,13:24,14:45,84.9,60,Clear,Medium,12,False,False,105.5,1h 45m 30s
T103,2024-01-17,Wednesday,Howrah,Bardhaman,11:00,12:30,11:00,13:07,0.0,95,Clear,High,11,False,False,37.8,0h 37m 48s
T103,2024-01-17,Wednesday,Bardhaman,Durgapur,12:30,13:20,13:07,14:24,37.8,55,Clear,Medium,12,False,False,64.4,1h 4m 24s
T103,2024-01-17,Wednesday,Durgapur,Asansol,13:20,14:00,14:24,15:39,64.4,40,Fog,Low,13,False,False,99.2,1h 39m 12s
T103,2024-01-17,Wednesday,Asansol,Dhanbad,14:00,15:00,15:39,17:05,99.2,60,Clear,High,14,False,False,126.0,2h 6m 0s
T104,2024-01-17,Wednesday,Howrah,Bardhaman,13:00,14:30,13:00,14:30,0.0,95,Clear,Low,13,False,False,0.3,0h 0m 18s
T104,2024-01-17,Wednesday,Bardhaman,Durgapur,14:30,15:20,14:30,15:27,0.3,55,Clear,Low,14,False,False,7.2,0h 7m 12s
T104,2024-01-17,Wednesday,Durgapur,Asansol,15:20,16:00,15:27,16:30,7.2,40,Clear,High,15,False,False,30.5,0h 30m 30s
T104,2024-01-17,Wednesday,Asansol,Dhanbad,16:00,17:00,16:30,17:54,30.5,60,Rain,Medium,16,False,False,54.1,0h 54m 6s
T105,2024-01-17,Wednesday,Howrah,Bardhaman,15:00,16:30,15:00,16:45,0.0,95,Rain,Low,15,False,False,15.2,0h 15m 12s
T105,2024-01-17,Wednesday,Bardhaman,Durgapur,16:30,17:20,16:45,17:35,15.2,55,Clear,High,16,False,False,15.2,0h 15m 12s
T105,2024-01-17,Wednesday,Durgapur,Asansol,17:20,18:00,17:35,18:33,15.2,40,Clear,High,17,False,False,33.7,0h 33m 42s
T105,2024-01-17,Wednesday,Asansol,Dhanbad,18:00,19:00,18:33,19:44,33.7,60,Clear,Medium,18,False,False,44.5,0h 44m 30s
T106,2024-01-17,Wednesday,Howrah,Bardhaman,17:00,18:30,17:00,19:19,0.0,95,Clear,High,17,False,False,49.1,0h 49m 6s
T106,2024-01-17,Wednesday,Bardhaman,Durgapur,18:30,19:20,19:19,20:28,49.1,55,Clear,Low,18,False,False,68.1,1h 8m 6s
T106,2024-01-17,Wednesday,Durgapur,Asansol,19:20,20:00,20:28,21:41,68.1,40,Clear,High,19,False,False,101.5,1h 41m 30s
T106,2024-01-17,Wednesday,Asansol,Dhanbad,20:00,21:00,21:41,23:26,101.5,60,Rain,Medium,20,False,False,146.9,2h 26m 54s
T107,2024-01-17,Wednesday,Howrah,Bardhaman,19:00,20:30,19:00,21:08,0.0,95,Clear,High,19,False,False,38.9,0h 38m 54s
T107,2024-01-17,Wednesday,Bardhaman,Durgapur,20:30,21:20,21:08,22:08,38.9,55,Clear,Low,20,False,False,48.0,0h 48m 0s
T107,2024-01-17,Wednesday,Durgapur,Asansol,21:20,22:00,22:08,22:55,48.0,40,Clear,Low,21,False,False,55.4,0h 55m 24s
T107,2024-01-17,Wednesday,Asansol,Dhanbad,22:00,23:00,22:55,00:17,55.4,60,Clear,Medium,22,False,False,77.3,1h 17m 18s
T100,2024-01-18,Thursday,Howrah,Bardhaman,05:00,06:30,05:00,06:43,0.0,95,Clear,Low,5,False,False,13.4,0h 13m 24s
T100,2024-01-18,Thursday,Bardhaman,Durgapur,06:30,07:20,06:43,07:40,13.4,55,Clear,Low,6,False,False,20.3,0h 20m 18s
T100,2024-01-18,Thursday,Durgapur,Asansol,07:20,08:00,07:40,09:00,20.3,40,Rain,High,7,False,False,60.8,1h 0m 48s
T100,2024-01-18,Thursday,Asansol,Dhanbad,08:00,09:00,09:00,10:31,60.8,60,Clear,High,8,False,False,91.1,1h 31m 6s
T101,2024-01-18,Thursday,Howrah,Bardhaman,07:00,08:30,07:00,08:53,0.0,95,Fog,High,7,False,False,23.6,0h 23m 36s
T101,2024-01-18,Thursday,Bardhaman,Durgapur,08:30,09:20,08:53,10:09,23.6,55,Clear,High,8,False,False,49.5,0h 49m 30s
T101,2024-01-18,Thursday,Durgapur,Asansol,09:20,10:00,10:09,11:10,49.5,40,Clear,High,9,False,False,70.5,1h 10m 30s
T101,2024-01-18,Thursday,Asansol,Dhanbad,10:00,11:00,11:10,12:25,70.5,60,Clear,Medium,10,False,False,85.6,1h 25m 36s
T102,2024-01-18,Thursday,Howrah,Bardhaman,09:00,10:30,09:00,10:52,0.0,95,Clear,High,9,False,False,22.8,0h 22m 48s
T102,2024-01-18,Thursday,Bardhaman,Durgapur,10:30,11:20,10:52,11:51,22.8,55,Clear,Low,10,False,False,31.9,0h 31m 54s
T102,2024-01-18,Thursday,Durgapur,Asansol,11:20,12:00,11:51,12:42,31.9,40,Clear,Low,11,False,False,42.0,0h 42m 0s
T102,2024-01-18,Thursday,Asansol,Dhanbad,12:00,13:00,12:42,13:52,42.0,60,Clear,Low,12,False,False,52.2,0h 52m 12s
T103,2024-01-18,Thursday,Howrah,Bardhaman,11:00,12:30,11:00,12:51,0.0,95,Clear,Low,11,False,False,21.1,0h 21m 6s
T103,2024-01-18,Thursday,Bardhaman,Durgapur,12:30,13:20,12:51,13:55,21.1,55,Clear,Low,12,False,False,35.9,0h 35m 54s
T103,2024-01-18,Thursday,Durgapur,Asansol,13:20,14:00,13:55,14:52,35.9,40,Clear,Low,13,False,False,52.1,0h 52m 6s
T103,2024-01-18,Thursday,Asansol,Dhanbad,14:00,15:00,14:52,16:50,52.1,60,Rain,High,14,False,False,110.1,1h 50m 6s
T104,2024-01-18,Thursday,Howrah,Bardhaman,13:00,14:30,13:00,14:52,0.0,95,Clear,High,13,False,False,22.5,0h 22m 30s
T104,2024-01-18,Thursday,Bardhaman,Durgapur,14:30,15:20,14:52,15:49,22.5,55,Clear,Low,14,False,False,29.5,0h 29m 30s
T104,2024-01-18,Thursday,Durgapur,Asansol,15:20,16:00,15:49,16:34,29.5,40,Clear,Low,15,False,False,34.5,0h 34m 30s
T104,2024-01-18,Thursday,Asansol,Dhanbad,16:00,17:00,16:34,17:46,34.5,60,Clear,Medium,16,False,False,46.6,0h 46m 36s
T105,2024-01-18,Thursday,Howrah,Bardhaman,15:00,16:30,15:00,16:36,0.0,95,Clear,Low,15,False,False,6.1,0h 6m 6s
T105,2024-01-18,Thursday,Bardhaman,Durgapur,16:30,17:20,16:36,17:32,6.1,55,Clear,Low,16,False,False,12.5,0h 12m 30s
T105,2024-01-18,Thursday,Durgapur,Asansol,17:20,18:00,17:32,18:21,12.5,40,Fog,High,17,False,False,21.0,0h 21m 0s
T105,2024-01-18,Thursday,Asansol,Dhanbad,18:00,19:00,18:21,19:21,21.0,60,Clear,Low,18,False,False,21.0,0h 21m 0s
T106,2024-01-18,Thursday,Howrah,Bardhaman,17:00,18:30,17:00,19:24,0.0,95,Rain,High,17,False,False,54.6,0h 54m 36s
T106,2024-01-18,Thursday,Bardhaman,Durgapur,18:30,19:20,19:24,20:44,54.6,55,Clear,High,18,False,False,85.0,1h 25m 0s
T106,2024-01-18,Thursday,Durgapur,Asansol,19:20,20:00,20:44,21:47,85.0,40,Clear,Medium,19,False,False,107.1,1h 47m 6s
T106,2024-01-18,Thursday,Asansol,Dhanbad,20:00,21:00,21:47,23:02,107.1,60,Clear,Low,20,False,False,122.0,2h 2m 0s
T107,2024-01-18,Thursday,Howrah,Bardhaman,19:00,20:30,19:00,20:48,0.0,95,Clear,Medium,19,False,False,18.6,0h 18m 36s
T107,2024-01-18,Thursday,Bardhaman,Durgapur,20:30,21:20,20:48,21:56,18.6,55,Rain,Low,20,False,False,36.5,0h 36m 30s
T107,2024-01-18,Thursday,Durgapur,Asansol,21:20,22:00,21:56,22:57,36.5,40,Clear,Medium,21,False,False,57.6,0h 57m 36s
T107,2024-01-18,Thursday,Asansol,Dhanbad,22:00,23:00,22:57,00:08,57.6,60,Clear,Low,22,False,False,68.1,1h 8m 6s
T100,2024-01-19,Friday,Howrah,Bardhaman,05:00,06:30,05:00,06:34,0.0,95,Clear,Low,5,False,False,4.3,0h 4m 18s
T100,2024-01-19,Friday,Bardhaman,Durgapur,06:30,07:20,06:34,07:40,4.3,55,Clear,Medium,6,False,False,20.4,0h 20m 24s
T100,2024-01-19,Friday,Durgapur,Asansol,07:20,08:00,07:40,09:06,20.4,40,Fog,High,7,False,False,66.5,1h 6m 30s
T100,2024-01-19,Friday,Asansol,Dhanbad,08:00,09:00,09:06,10:43,66.5,60,Clear,High,8,False,False,103.2,1h 43m 12s
T101,2024-01-19,Friday,Howrah,Bardhaman,07:00,08:30,07:00,08:44,0.0,95,Clear,Medium,7,False,False,14.7,0h 14m 42s
T101,2024-01-19,Friday,Bardhaman,Durgapur,08:30,09:20,08:44,09:53,14.7,55,Clear,Medium,8,False,False,33.3,0h 33m 18s
T101,2024-01-19,Friday,Durgapur,Asansol,09:20,10:00,09:53,10:47,33.3,40,Rain,Low,9,False,False,47.8,0h 47m 48s
T101,2024-01-19,Friday,Asansol,Dhanbad,10:00,11:00,10:47,11:58,47.8,60,Rain,Low,10,False,False,58.1,0h 58m 6s
T102,2024-01-19,Friday,Howrah,Bardhaman,09:00,10:30,09:00,10:44,0.0,95,Clear,Medium,9,False,False,14.4,0h 14m 24s
T102,2024-01-19,Friday,Bardhaman,Durgapur,10:30,11:20,10:44,11:40,14.4,55,Clear,Low,10,False,False,20.0,0h 20m 0s
T102,2024-01-19,Friday,Durgapur,Asansol,11:20,12:00,11:40,12:50,20.0,40,Clear,High,11,False,False,50.8,0h 50m 48s
T102,2024-01-19,Friday,Asansol,Dhanbad,12:00,13:00,12:50,14:05,50.8,60,Fog,Low,12,False,False,65.4,1h 5m 24s
T103,2024-01-19,Friday,Howrah,Bardhaman,11:00,12:30,11:00,12:53,0.0,95,Clear,Low,11,False,False,23.3,0h 23m 18s
T103,2024-01-19,Friday,Bardhaman,Durgapur,12:30,13:20,12:53,14:01,23.3,55,Clear,Low,12,False,False,42.0,0h 42m 0s
T103,2024-01-19,Friday,Durgapur,Asansol,13:20,14:00,14:01,15:19,42.0,40,Rain,Medium,13,False,False,79.4,1h 19m 24s
T103,2024-01-19,Friday,Asansol,Dhanbad,14:00,15:00,15:19,16:45,79.4,60,Fog,Low,14,False,False,105.7,1h 45m 42s
T104,2024-01-19,Friday,Howrah,Bardhaman,13:00,14:30,13:00,14:32,0.0,95,Clear,Low,13,False,False,2.8,0h 2m 48s
T104,2024-01-19,Friday,Bardhaman,Durgapur,14:30,15:20,14:32,15:23,2.8,55,Clear,Low,14,False,False,3.6,0h 3m 36s
T104,2024-01-19,Friday,Durgapur,Asansol,15:20,16:00,15:23,16:40,3.6,40,Clear,High,15,False,False,40.2,0h 40m 12s
T104,2024-01-19,Friday,Asansol,Dhanbad,16:00,17:00,16:40,17:51,40.2,60,Clear,Medium,16,False,False,51.5,0h 51m 30s
T105,2024-01-19,Friday,Howrah,Bardhaman,15:00,16:30,15:00,16:30,0.0,95,Rain,Low,15,False,False,0.8,0h 0m 48s
T105,2024-01-19,Friday,Bardhaman,Durgapur,16:30,17:20,16:30,17:28,0.8,55,Clear,Low,16,False,False,8.2,0h 8m 12s
T105,2024-01-19,Friday,Durgapur,Asansol,17:20,18:00,17:28,18:18,8.2,40,Clear,Medium,17,False,False,18.8,0h 18m 48s
T105,2024-01-19,Friday,Asansol,Dhanbad,18:00,19:00,18:18,19:41,18.8,60,Fog,Medium,18,False,False,41.6,0h 41m 36s
T106,2024-01-19,Friday,Howrah,Bardhaman,17:00,18:30,17:00,18:58,0.0,95,Clear,High,17,False,False,28.8,0h 28m 48s
T106,2024-01-19,Friday,Bardhaman,Durgapur,18:30,19:20,18:58,20:31,28.8,55,Rain,Medium,18,False,False,71.2,1h 11m 12s
T106,2024-01-19,Friday,Durgapur,Asansol,19:20,20:00,20:31,21:42,71.2,40,Clear,High,19,False,False,102.1,1h 42m 6s
T106,2024-01-19,Friday,Asansol,Dhanbad,20:00,21:00,21:42,23:06,102.1,60,Clear,Medium,20,False,False,126.5,2h 6m 30s
T107,2024-01-19,Friday,Howrah,Bardhaman,19:00,20:30,19:00,20:47,0.0,95,Clear,Medium,19,False,False,17.0,0h 17m 0s
T107,2024-01-19,Friday,Bardhaman,Durgapur,20:30,21:20,20:47,21:54,17.0,55,Clear,Medium,20,False,False,35.0,0h 35m 0s
T107,2024-01-19,Friday,Durgapur,Asansol,21:20,22:00,21:54,22:50,35.0,40,Clear,Low,21,False,False,50.3,0h 50m 18s
T107,2024-01-19,Friday,Asansol,Dhanbad,22:00,23:00,22:50,00:00,50.3,60,Clear,Low,22,False,False,60.7,1h 0m 42s
T100,2024-01-20,Saturday,Howrah,Bardhaman,05:00,06:30,05:00,06:56,0.0,95,Clear,High,5,True,False,26.5,0h 26m 30s
T100,2024-01-20,Saturday,Bardhaman,Durgapur,06:30,07:20,06:56,08:25,26.5,55,Rain,High,6,True,False,65.4,1h 5m 24s
T100,2024-01-20,Saturday,Durgapur,Asansol,07:20,08:00,08:25,09:11,65.4,40,Clear,Low,7,True,False,71.3,1h 11m 18s
T100,2024-01-20,Saturday,Asansol,Dhanbad,08:00,09:00,09:11,10:14,71.3,60,Clear,Low,8,True,False,74.6,1h 14m 36s
T101,2024-01-20,Saturday,Howrah,Bardhaman,07:00,08:30,07:00,08:30,0.0,95,Clear,Low,7,True,False,0.0,0h 0m 0s
T101,2024-01-20,Saturday,Bardhaman,Durgapur,08:30,09:20,08:30,09:32,0.0,55,Clear,High,8,True,False,12.7,0h 12m 42s
T101,2024-01-20,Saturday,Durgapur,Asansol,09:20,10:00,09:32,10:12,12.7,40,Clear,Medium,9,True,False,12.8,0h 12m 48s
T101,2024-01-20,Saturday,Asansol,Dhanbad,10:00,11:00,10:12,11:50,12.8,60,Fog,High,10,True,False,50.0,0h 50m 0s
T102,2024-01-20,Saturday,Howrah,Bardhaman,09:00,10:30,09:00,10:36,0.0,95,Clear,Low,9,True,False,6.8,0h 6m 48s
T102,2024-01-20,Saturday,Bardhaman,Durgapur,10:30,11:20,10:36,11:45,6.8,55,Rain,Low,10,True,False,25.3,0h 25m 18s
T102,2024-01-20,Saturday,Durgapur,Asansol,11:20,12:00,11:45,12:48,25.3,40,Rain,Medium,11,True,False,48.4,0h 48m 24s
T102,2024-01-20,Saturday,Asansol,Dhanbad,12:00,13:00,12:48,14:09,48.4,60,Rain,Medium,12,True,False,69.3,1h 9m 18s
T103,2024-01-20,Saturday,Howrah,Bardhaman,11:00,12:30,11:00,12:46,0.0,95,Clear,Medium,11,True,False,16.8,0h 16m 48s
T103,2024-01-20,Saturday,Bardhaman,Durgapur,12:30,13:20,12:46,13:52,16.8,55,Clear,Low,12,True,False,32.6,0h 32m 36s
T103,2024-01-20,Saturday,Durgapur,Asansol,13:20,14:00,13:52,14:47,32.6,40,Clear,Medium,13,True,False,47.4,0h 47m 24s
T103,2024-01-20,Saturday,Asansol,Dhanbad,14:00,15:00,14:47,16:07,47.4,60,Clear,Medium,14,True,False,67.4,1h 7m 24s
T104,2024-01-20,Saturday,Howrah,Bardhaman,13:00,14:30,13:00,14:59,0.0,95,Rain,High,13,True,False,29.5,0h 29m 30s
T104,2024-01-20,Saturday,Bardhaman,Durgapur,14:30,15:20,14:59,15:49,29.5,55,Clear,Low,14,True,False,29.5,0h 29m 30s
T104,2024-01-20,Saturday,Durgapur,Asansol,15:20,16:00,15:49,16:49,29.5,40,Rain,Medium,15,True,False,49.6,0h 49m 36s
T104,2024-01-20,Saturday,Asansol,Dhanbad,16:00,17:00,16:49,17:53,49.6,60,Clear,Medium,16,True,False,54.0,0h 54m 0s
T105,2024-01-20,Saturday,Howrah,Bardhaman,15:00,16:30,15:00,16:56,0.0,95,Clear,High,15,True,False,26.8,0h 26m 48s
T105,2024-01-20,Saturday,Bardhaman,Durgapur,16:30,17:20,16:56,18:15,26.8,55,Clear,High,16,True,False,55.7,0h 55m 42s
T105,2024-01-20,Saturday,Durgapur,Asansol,17:20,18:00,18:15,18:59,55.7,40,Clear,Medium,17,True,False,59.0,0h 59m 0s
T105,2024-01-20,Saturday,Asansol,Dhanbad,18:00,19:00,18:59,20:47,59.0,60,Fog,High,18,True,False,107.8,1h 47m 48s
T106,2024-01-20,Saturday,Howrah,Bardhaman,17:00,18:30,17:00,18:45,0.0,95,Clear,Low,17,True,False,15.7,0h 15m 42s
T106,2024-01-20,Saturday,Bardhaman,Durgapur,18:30,19:20,18:45,19:47,15.7,55,Clear,Low,18,True,False,27.0,0h 27m 0s
T106,2024-01-20,Saturday,Durgapur,Asansol,19:20,20:00,19:47,20:50,27.0,40,Clear,Medium,19,True,False,50.7,0h 50m 42s
T106,2024-01-20,Saturday,Asansol,Dhanbad,20:00,21:00,20:50,22:06,50.7,60,Rain,Low,20,True,False,66.9,1h 6m 54s
T107,2024-01-20,Saturday,Howrah,Bardhaman,19:00,20:30,19:00,21:01,0.0,95,Clear,High,19,True,False,32.0,0h 32m 0s
T107,2024-01-20,Saturday,Bardhaman,Durgapur,20:30,21:20,21:01,22:11,32.0,55,Rain,Medium,20,True,False,51.1,0h 51m 6s
T107,2024-01-20,Saturday,Durgapur,Asansol,21:20,22:00,22:11,23:04,51.1,40,Clear,Medium,21,True,False,64.8,1h 4m 48s
T107,2024-01-20,Saturday,Asansol,Dhanbad,22:00,23:00,23:04,00:08,64.8,60,Clear,Low,22,True,False,68.0,1h 8m 0s
T100,2024-01-21,Sunday,Howrah,Bardhaman,05:00,06:30,05:00,06:41,0.0,95,Clear,Low,5,True,False,12.0,0h 12m 0s
T100,2024-01-21,Sunday,Bardhaman,Durgapur,06:30,07:20,06:41,07:54,12.0,55,Rain,Low,6,True,False,34.9,0h 34m 54s
T100,2024-01-21,Sunday,Durgapur,Asansol,07:20,08:00,07:54,08:40,34.9,40,Clear,Low,7,True,False,40.9,0h 40m 54s
T100,2024-01-21,Sunday,Asansol,Dhanbad,08:00,09:00,08:40,09:49,40.9,60,Clear,Low,8,True,False,49.6,0h 49m 36s
T101,2024-01-21,Sunday,Howrah,Bardhaman,07:00,08:30,07:00,08:30,0.0,95,Rain,Low,7,True,False,0.8,0h 0m 48s
T101,2024-01-21,Sunday,Bardhaman,Durgapur,08:30,09:20,08:30,09:24,0.8,55,Fog,Low,8,True,False,4.7,0h 4m 42s
T101,2024-01-21,Sunday,Durgapur,Asansol,09:20,10:00,09:24,10:04,4.7,40,Clear,Low,9,True,False,4.7,0h 4m 42s
T101,2024-01-21,Sunday,Asansol,Dhanbad,10:00,11:00,10:04,11:10,4.7,60,Clear,Low,10,True,False,10.7,0h 10m 42s
T102,2024-01-21,Sunday,Howrah,Bardhaman,09:00,10:30,09:00,10:41,0.0,95,Clear,Low,9,True,False,11.6,0h 11m 36s
T102,2024-01-21,Sunday,Bardhaman,Durgapur,10:30,11:20,10:41,11:53,11.6,55,Fog,Medium,10,True,False,33.6,0h 33m 36s
T102,2024-01-21,Sunday,Durgapur,Asansol,11:20,12:00,11:53,12:46,33.6,40,Clear,Medium,11,True,False,46.2,0h 46m 12s
T102,2024-01-21,Sunday,Asansol,Dhanbad,12:00,13:00,12:46,14:18,46.2,60,Fog,Low,12,True,False,78.3,1h 18m 18s
T103,2024-01-21,Sunday,Howrah,Bardhaman,11:00,12:30,11:00,12:41,0.0,95,Clear,Low,11,True,False,11.8,0h 11m 48s
T103,2024-01-21,Sunday,Bardhaman,Durgapur,12:30,13:20,12:41,13:52,11.8,55,Clear,Medium,12,True,False,32.7,0h 32m 42s
T103,2024-01-21,Sunday,Durgapur,Asansol,13:20,14:00,13:52,14:46,32.7,40,Clear,Low,13,True,False,46.0,0h 46m 0s
T103,2024-01-21,Sunday,Asansol,Dhanbad,14:00,15:00,14:46,16:12,46.0,60,Fog,Low,14,True,False,72.1,1h 12m 6s
T104,2024-01-21,Sunday,Howrah,Bardhaman,13:00,14:30,13:00,14:44,0.0,95,Fog,Low,13,True,False,14.8,0h 14m 48s
T104,2024-01-21,Sunday,Bardhaman,Durgapur,14:30,15:20,14:44,15:40,14.8,55,Clear,High,14,True,False,20.1,0h 20m 6s
